source,target,weight
398,1385,0
1165,244,0
969,3725,0
720,2424,0
383,9855,342000
238,1038,8210000
4602,3984,0
1147,1397,0
533,502,0
1038,498,0
266,122,0
2639,3336,0
924,449,0
3558,595,0
936,935,205000
969,895,0
605,35433,0
10330,6418,0
1467,2944,0
197,10484,0
252,1385,0
12109,11194,0
2867,606,0
5,4718,0
141,589,71000
6894,126,0
2441,3062,0
4093,12,0
31,36,7980000
12302,3592,0
172,6676,0
281,2455,0
683,1804,0
11300,1095,0
6380,36493,0
197,6163,0
1095,855,0
221,418,27360000
750,3135,0
995,161,342000
8718,2423,0
999,433,0
468,1071,513000
52,533,0
141,2381,171000
